Gene symbol,Ensembl gene ID,Disease name,EFO ID,Therapeutic area,gPS,Number of therapeutic areas
HHIP,ENSG00000164161,colorectal cancer,MONDO_0005575,cancer or benign tumor,16,6
SBF2,ENSG00000133812,colorectal cancer,MONDO_0005575,cancer or benign tumor,13,8
LRP1,ENSG00000123384,colorectal cancer,MONDO_0005575,cancer or benign tumor,28,11
DCHS2,ENSG00000197410,thyrotoxic periodic paralysis,MONDO_0019201,"genetic, familial or congenital disease",3,3
DCHS2,ENSG00000197410,Graves disease,EFO_0004237,endocrine system disease,3,3
KCNJ2,ENSG00000123700,Graves disease,EFO_0004237,endocrine system disease,9,6
PKD2,ENSG00000118762,hyperuricemia,EFO_0009104,"genetic, familial or congenital disease",2,2
CNTN5,ENSG00000149972,hyperuricemia,EFO_0009104,"genetic, familial or congenital disease",12,6
CNTN5,ENSG00000149972,gout,EFO_0004274,musculoskeletal or connective tissue disease,12,6
ARHGAP42,ENSG00000165895,hyperuricemia,EFO_0009104,"genetic, familial or congenital disease",10,8
ARHGAP42,ENSG00000165895,gout,EFO_0004274,musculoskeletal or connective tissue disease,10,8
ALDH2,ENSG00000111275,hyperuricemia,EFO_0009104,"genetic, familial or congenital disease",23,11
MAP3K19,ENSG00000176601,type 2 diabetes mellitus,MONDO_0005148,pancreas disease,2,2
ESM1,ENSG00000164283,type 2 diabetes mellitus,MONDO_0005148,pancreas disease,1,1
CUBN,ENSG00000107611,Proteinuria,HP_0000093,other,8,5
GDF5,ENSG00000125965,Knee pain,HP_0030839,sign or symptom,12,6
COL27A1,ENSG00000196739,Knee pain,HP_0030839,sign or symptom,14,6
FBXW8,ENSG00000174989,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,2,2
FBXW8,ENSG00000174989,marginal zone B-cell lymphoma,EFO_1000630,cancer or benign tumor,2,2
APOB,ENSG00000084674,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",17,4
PGPEP1,ENSG00000130517,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",3,3
SH2B3,ENSG00000111252,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",87,17
SDK1,ENSG00000146555,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",17,7
RAB5B,ENSG00000111540,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",15,9
GRM8,ENSG00000179603,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",4,4
MAD1L1,ENSG00000002822,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",30,7
AFF3,ENSG00000144218,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",12,7
MAML3,ENSG00000196782,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",15,9
PDE4B,ENSG00000184588,gastroesophageal reflux disease,EFO_0003948,"genetic, familial or congenital disease",22,8
MYNN,ENSG00000085274,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,23,3
TCF7L2,ENSG00000148737,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,75,15
FOXP4,ENSG00000137166,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,8,3
NRG1,ENSG00000157168,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,18,4
CYP2A6,ENSG00000255974,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,23,5
CHRNA5,ENSG00000169684,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,31,8
MPZL3,ENSG00000160588,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,3,1
TP63,ENSG00000073282,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,16,5
MTAP,ENSG00000099810,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,21,7
BAZ1A,ENSG00000198604,non-small cell lung carcinoma,EFO_0003060,cancer or benign tumor,5,4
EFCAB11,ENSG00000140025,Uveal Melanoma,EFO_1000616,cancer or benign tumor,2,1
TDP1,ENSG00000042088,Uveal Melanoma,EFO_1000616,cancer or benign tumor,2,1
PRDX6,ENSG00000117592,systemic scleroderma,EFO_0000717,"genetic, familial or congenital disease",4,4
IL12RB2,ENSG00000081985,systemic scleroderma,EFO_0000717,"genetic, familial or congenital disease",14,7
ATG5,ENSG00000057663,systemic scleroderma,EFO_0000717,"genetic, familial or congenital disease",7,5
TSPAN32,ENSG00000064201,systemic scleroderma,EFO_0000717,"genetic, familial or congenital disease",4,4
ARL3,ENSG00000138175,schizophrenia,MONDO_0005090,nervous system disease,3,2
ZAR1L,ENSG00000189167,schizophrenia,MONDO_0005090,nervous system disease,1,1
ATP6V0B,ENSG00000117410,schizophrenia,MONDO_0005090,nervous system disease,1,1
SLC66A2,ENSG00000122490,schizophrenia,MONDO_0005090,nervous system disease,1,1
RASSF1,ENSG00000068028,schizophrenia,MONDO_0005090,nervous system disease,2,2
ARL6IP4,ENSG00000182196,schizophrenia,MONDO_0005090,nervous system disease,5,3
CCDC54,ENSG00000138483,interstitial lung disease,EFO_0004244,respiratory or thoracic disease,5,3
NTRK2,ENSG00000148053,anxiety disorder,EFO_0006788,nervous system disease,4,3
POU2AF1,ENSG00000110777,nephrolithiasis,EFO_0004253,urinary system disease,5,4
GCKR,ENSG00000084734,nephrolithiasis,EFO_0004253,urinary system disease,38,13
WDR72,ENSG00000166415,nephrolithiasis,EFO_0004253,urinary system disease,8,3
SLC39A8,ENSG00000138821,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,66,15
SLC39A8,ENSG00000138821,autism spectrum disorder,EFO_0003756,nervous system disease,66,15
SLC39A8,ENSG00000138821,major depressive disorder,MONDO_0002009,nervous system disease,66,15
SLC39A8,ENSG00000138821,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",66,15
SLC39A8,ENSG00000138821,bipolar disorder,MONDO_0004985,nervous system disease,66,15
SLC39A8,ENSG00000138821,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",66,15
SLC39A8,ENSG00000138821,anorexia nervosa,MONDO_0005351,nervous system disease,66,15
GRM3,ENSG00000198822,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,12,4
GRM3,ENSG00000198822,autism spectrum disorder,EFO_0003756,nervous system disease,12,4
GRM3,ENSG00000198822,major depressive disorder,MONDO_0002009,nervous system disease,12,4
GRM3,ENSG00000198822,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",12,4
GRM3,ENSG00000198822,bipolar disorder,MONDO_0004985,nervous system disease,12,4
GRM3,ENSG00000198822,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",12,4
GRM3,ENSG00000198822,anorexia nervosa,MONDO_0005351,nervous system disease,12,4
CACNA1I,ENSG00000100346,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,8,2
CACNA1I,ENSG00000100346,autism spectrum disorder,EFO_0003756,nervous system disease,8,2
CACNA1I,ENSG00000100346,major depressive disorder,MONDO_0002009,nervous system disease,8,2
CACNA1I,ENSG00000100346,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",8,2
CACNA1I,ENSG00000100346,bipolar disorder,MONDO_0004985,nervous system disease,8,2
CACNA1I,ENSG00000100346,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",8,2
CACNA1I,ENSG00000100346,anorexia nervosa,MONDO_0005351,nervous system disease,8,2
MEIS2,ENSG00000134138,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,9,2
MEIS2,ENSG00000134138,autism spectrum disorder,EFO_0003756,nervous system disease,9,2
MEIS2,ENSG00000134138,schizophrenia,MONDO_0005090,nervous system disease,9,2
MEIS2,ENSG00000134138,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",9,2
MEIS2,ENSG00000134138,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",9,2
MEIS2,ENSG00000134138,anorexia nervosa,MONDO_0005351,nervous system disease,9,2
PLCL1,ENSG00000115896,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,23,8
PLCL1,ENSG00000115896,autism spectrum disorder,EFO_0003756,nervous system disease,23,8
PLCL1,ENSG00000115896,schizophrenia,MONDO_0005090,nervous system disease,23,8
PLCL1,ENSG00000115896,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",23,8
PLCL1,ENSG00000115896,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",23,8
PLCL1,ENSG00000115896,anorexia nervosa,MONDO_0005351,nervous system disease,23,8
NMB,ENSG00000197696,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,13,4
NMB,ENSG00000197696,autism spectrum disorder,EFO_0003756,nervous system disease,13,4
NMB,ENSG00000197696,major depressive disorder,MONDO_0002009,nervous system disease,13,4
NMB,ENSG00000197696,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",13,4
NMB,ENSG00000197696,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",13,4
NMB,ENSG00000197696,anorexia nervosa,MONDO_0005351,nervous system disease,13,4
ZSWIM6,ENSG00000130449,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,12,4
ZSWIM6,ENSG00000130449,autism spectrum disorder,EFO_0003756,nervous system disease,12,4
ZSWIM6,ENSG00000130449,major depressive disorder,MONDO_0002009,nervous system disease,12,4
ZSWIM6,ENSG00000130449,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",12,4
ZSWIM6,ENSG00000130449,bipolar disorder,MONDO_0004985,nervous system disease,12,4
ZSWIM6,ENSG00000130449,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",12,4
ZSWIM6,ENSG00000130449,anorexia nervosa,MONDO_0005351,nervous system disease,12,4
STAG1,ENSG00000118007,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,22,7
STAG1,ENSG00000118007,autism spectrum disorder,EFO_0003756,nervous system disease,22,7
STAG1,ENSG00000118007,major depressive disorder,MONDO_0002009,nervous system disease,22,7
STAG1,ENSG00000118007,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",22,7
STAG1,ENSG00000118007,bipolar disorder,MONDO_0004985,nervous system disease,22,7
STAG1,ENSG00000118007,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",22,7
STAG1,ENSG00000118007,anorexia nervosa,MONDO_0005351,nervous system disease,22,7
DDHD2,ENSG00000085788,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,8,2
DDHD2,ENSG00000085788,autism spectrum disorder,EFO_0003756,nervous system disease,8,2
DDHD2,ENSG00000085788,major depressive disorder,MONDO_0002009,nervous system disease,8,2
DDHD2,ENSG00000085788,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",8,2
DDHD2,ENSG00000085788,bipolar disorder,MONDO_0004985,nervous system disease,8,2
DDHD2,ENSG00000085788,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",8,2
DDHD2,ENSG00000085788,anorexia nervosa,MONDO_0005351,nervous system disease,8,2
TMEM161B,ENSG00000164180,autism spectrum disorder,EFO_0003756,nervous system disease,25,10
TMEM161B,ENSG00000164180,schizophrenia,MONDO_0005090,nervous system disease,25,10
TMEM161B,ENSG00000164180,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",25,10
TMEM161B,ENSG00000164180,bipolar disorder,MONDO_0004985,nervous system disease,25,10
TMEM161B,ENSG00000164180,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",25,10
TMEM161B,ENSG00000164180,anorexia nervosa,MONDO_0005351,nervous system disease,25,10
IGSF9B,ENSG00000080854,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,11,3
IGSF9B,ENSG00000080854,autism spectrum disorder,EFO_0003756,nervous system disease,11,3
IGSF9B,ENSG00000080854,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",11,3
IGSF9B,ENSG00000080854,bipolar disorder,MONDO_0004985,nervous system disease,11,3
IGSF9B,ENSG00000080854,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",11,3
IGSF9B,ENSG00000080854,anorexia nervosa,MONDO_0005351,nervous system disease,11,3
AS3MT,ENSG00000214435,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,14,6
AS3MT,ENSG00000214435,autism spectrum disorder,EFO_0003756,nervous system disease,14,6
AS3MT,ENSG00000214435,major depressive disorder,MONDO_0002009,nervous system disease,14,6
AS3MT,ENSG00000214435,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",14,6
AS3MT,ENSG00000214435,bipolar disorder,MONDO_0004985,nervous system disease,14,6
AS3MT,ENSG00000214435,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",14,6
AS3MT,ENSG00000214435,anorexia nervosa,MONDO_0005351,nervous system disease,14,6
CACNA1C,ENSG00000151067,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,13,4
CACNA1C,ENSG00000151067,autism spectrum disorder,EFO_0003756,nervous system disease,13,4
CACNA1C,ENSG00000151067,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",13,4
CACNA1C,ENSG00000151067,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",13,4
CACNA1C,ENSG00000151067,anorexia nervosa,MONDO_0005351,nervous system disease,13,4
CSF3R,ENSG00000119535,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,11,3
CSF3R,ENSG00000119535,autism spectrum disorder,EFO_0003756,nervous system disease,11,3
CSF3R,ENSG00000119535,schizophrenia,MONDO_0005090,nervous system disease,11,3
CSF3R,ENSG00000119535,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",11,3
CSF3R,ENSG00000119535,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",11,3
CSF3R,ENSG00000119535,anorexia nervosa,MONDO_0005351,nervous system disease,11,3
UNC5D,ENSG00000156687,autism spectrum disorder,EFO_0003756,nervous system disease,11,3
UNC5D,ENSG00000156687,schizophrenia,MONDO_0005090,nervous system disease,11,3
UNC5D,ENSG00000156687,major depressive disorder,MONDO_0002009,nervous system disease,11,3
UNC5D,ENSG00000156687,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",11,3
UNC5D,ENSG00000156687,bipolar disorder,MONDO_0004985,nervous system disease,11,3
UNC5D,ENSG00000156687,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",11,3
UNC5D,ENSG00000156687,anorexia nervosa,MONDO_0005351,nervous system disease,11,3
PTBP2,ENSG00000117569,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,17,5
PTBP2,ENSG00000117569,autism spectrum disorder,EFO_0003756,nervous system disease,17,5
PTBP2,ENSG00000117569,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",17,5
PTBP2,ENSG00000117569,bipolar disorder,MONDO_0004985,nervous system disease,17,5
PTBP2,ENSG00000117569,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",17,5
PTBP2,ENSG00000117569,anorexia nervosa,MONDO_0005351,nervous system disease,17,5
KCNQ5,ENSG00000185760,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,15,5
KCNQ5,ENSG00000185760,autism spectrum disorder,EFO_0003756,nervous system disease,15,5
KCNQ5,ENSG00000185760,major depressive disorder,MONDO_0002009,nervous system disease,15,5
KCNQ5,ENSG00000185760,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",15,5
KCNQ5,ENSG00000185760,bipolar disorder,MONDO_0004985,nervous system disease,15,5
KCNQ5,ENSG00000185760,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",15,5
KCNQ5,ENSG00000185760,anorexia nervosa,MONDO_0005351,nervous system disease,15,5
ASTN1,ENSG00000152092,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,8,2
ASTN1,ENSG00000152092,autism spectrum disorder,EFO_0003756,nervous system disease,8,2
ASTN1,ENSG00000152092,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",8,2
ASTN1,ENSG00000152092,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",8,2
ASTN1,ENSG00000152092,anorexia nervosa,MONDO_0005351,nervous system disease,8,2
CYP2D6,ENSG00000100197,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,9,2
CYP2D6,ENSG00000100197,autism spectrum disorder,EFO_0003756,nervous system disease,9,2
CYP2D6,ENSG00000100197,schizophrenia,MONDO_0005090,nervous system disease,9,2
CYP2D6,ENSG00000100197,major depressive disorder,MONDO_0002009,nervous system disease,9,2
CYP2D6,ENSG00000100197,Tourette syndrome,EFO_0004895,"genetic, familial or congenital disease",9,2
CYP2D6,ENSG00000100197,bipolar disorder,MONDO_0004985,nervous system disease,9,2
CYP2D6,ENSG00000100197,obsessive-compulsive disorder,EFO_0004242,"genetic, familial or congenital disease",9,2
CYP2D6,ENSG00000100197,anorexia nervosa,MONDO_0005351,nervous system disease,9,2
